City,Address,Coordinates
Першотравневый район,с. Урзуф,"(48.1620822564449, 37.621429870490644)"
Першотравневый район,"ул. Ленина, 9в","(46.58160710691491, 38.66139331138583)"
Першотравневый район,с. Урзуф,"(46.81982773354209, 38.695738351203026)"
Першотравневый район,"ул. Котовского, 7","(48.70054359393206, 36.14267305118968)"
Першотравневый район,,"(47.21396590355896, 39.316250330806454)"
Першотравневый район,с. Урзуф,"(49.07096765064426, 37.48085388077323)"
Першотравневый район,"ул. Ленина, 51Г","(46.63883616030168, 37.34120057220285)"
Першотравневый район,,"(46.499042866611475, 39.33488496491814)"
Першотравневый район,с. Урзуф,"(48.95650006718032, 38.61204928092282)"
Першотравневый район,"ул. Ленина, 55А","(47.84446543996215, 37.23568310359377)"
Першотравневый район,с. Урзуф,"(48.25970938189786, 39.02174633531774)"
Першотравневый район,"ул. Набережная, 9А","(48.39189156196967, 37.073796691551586)"
Першотравневый район,с. Урзуф,"(48.39010180220206, 38.305272294932976)"
Першотравневый район,"ул. Ленина, 7 ","(49.00928017648025, 38.260218506361156)"
Першотравневый район,пгт. Ялта,"(47.43387007362412, 36.638604639082246)"
Першотравневый район,"ул. Свердлова, 19а","(48.34310463110524, 37.45850867151509)"
Першотравневый район,пгт. Мангуш,"(49.013827415982774, 38.422939475768985)"
Першотравневый район,"ул. Ленина, 67","(48.82392321380811, 37.109012319179314)"
Першотравневый район,с. Агробаза,"(46.59315422288005, 39.5770848038476)"
Першотравневый район,"ул. Зеленая, 45б","(48.087285178329765, 36.12863012880554)"
Першотравневый район,с. Мелекино,"(49.10612942813301, 39.14889944772625)"
Першотравневый район,"ул. Набережная,12/1","(47.28118078495491, 37.4421330442184)"
Першотравневый район,с. Портовское,"(49.47766771604403, 39.55814007328013)"
Першотравневый район,ул. Ленина б/н,"(49.45534539849565, 37.13598609765134)"
Першотравневый район,с. Приазовское,"(48.07564185493524, 39.29947898174101)"
Першотравневый район,"ул. Ленина, 15","(48.784284661364374, 36.3928338622421)"
Першотравневый район,пгт. Ялта,"(46.67281863714876, 39.09230596036838)"
Першотравневый район,"ул. Чапаева, 60/56","(46.35684619472369, 38.685795909447734)"
Першотравневый район,пгт. Ялта,"(46.91613419676117, 39.50279573406428)"
Першотравневый район,"ул. Чапаева, 65","(46.60426701390158, 38.92156787764849)"
Першотравневый район,пгт. Мангуш,"(47.37276597874731, 37.42120543088376)"
Першотравневый район,"ул. Котанова, 2а","(46.843419833058135, 36.203381212667516)"
Першотравневый район,с. Агробаза,"(48.33798114659281, 39.22300173987387)"
Першотравневый район,"ул. Зеленая, 20А","(48.34316523713793, 36.114058746481994)"
Першотравневый район,с. Радянская Украина,"(47.829001732160854, 36.40891889952242)"
Першотравневый район,"ул. Победы, 17а","(47.46703138002744, 37.85281146790823)"
Першотравневый район,пгт. Мангуш,"(49.30234204082028, 37.38271652863093)"
Першотравневый район,"ул. Титова, 123","(49.09238435969036, 39.279130171329115)"
Першотравневый район,с. Бердянское,"(48.23184273670307, 37.9254525964199)"
Першотравневый район,"ул. Советская, 51","(48.05342034738923, 39.274581345156285)"
Першотравневый район,пгт. Мангуш,"(48.832535788933725, 37.7780735582556)"
Першотравневый район,"ул. Ленина, 52","(47.75790469938094, 36.18528994560449)"
Першотравневый район,с. Юрьевка,"(49.03556370774543, 37.18554726102086)"
Першотравневый район,"ул. Набережная, 73","(48.91367406324134, 37.82532041582214)"
Першотравневый район,с. Мелекино,"(46.6343694077555, 36.423264997416325)"
Першотравневый район,"ул. Морская, 1/1","(49.48489275892814, 38.65792939635835)"
Першотравневый район,с. Белосарайская Коса,"(48.18006010812492, 36.62092891191654)"
Першотравневый район,"ул. Безуха, 239","(46.506376095298116, 37.25453858020729)"
Першотравневый район,пгт. Ялта,"(46.39091517036446, 36.53515260871494)"
Першотравневый район,"ул. Куйбышева, 9","(47.75665845184302, 38.98774876126616)"
Першотравневый район,пгт. Ялта,"(46.741065744911225, 36.70263563460019)"
Першотравневый район,"ул. Гагарина, 46","(46.72431889683592, 37.34362223714924)"
Снежное ,"Магазин ""Ветерок"",","(49.523201751901, 36.07234219235414)"
Снежное ,"г. Снежное, Г.О.Снежное, пгт. Горняцкое","(49.1628037558981, 38.08867335958068)"
Снежное ,"ул. Центральная, 1","(48.64688001257276, 39.20456142732854)"
Снежное ,"Магазин ""Продукты"", пгт. Северное,","(48.194556644187685, 36.545347390239826)"
Снежное ,"г. Снежное, Г.О.Снежное","(46.4451201144829, 36.4559373215012)"
Снежное ,"ул. Пятницкого, 7а","(46.83159922520649, 39.49831550523389)"
Снежное ,"Магазин ""Салют"",","(47.08559732145166, 38.47845399181884)"
Снежное ,"г. Снежное, Г.О.Снежное, пгт. Первомайский ул. Казарцева, 2","(48.72241907621693, 36.94473386656886)"
Снежное ,"Магазин ""Продукты"",","(47.59050629360327, 39.22503035611163)"
Снежное ,"г. Снежное, Г.О.Снежное, пгт. Первомайский","(46.56171811249046, 38.05502557528119)"
Снежное ,"ул. В. Буглаева, 11","(47.75525052797358, 37.84588036199608)"
Снежное ,"Магазин ""Ивушка"",","(48.71666701502801, 38.994085207869425)"
Снежное ,"г. Снежное, Г.О.Снежное","(48.52079117307867, 36.36595231520942)"
Снежное ,"ул. Гагарина, 45","(48.16829432095296, 37.97782898943564)"
Снежное ,"Магазин ""Астра"",","(48.065763880198176, 37.68343827442688)"
Снежное ,"г. Снежное, Г.О.Снежное","(46.24149492734137, 36.944773597102284)"
Снежное ,"ул. Сиверса, 50,","(47.54282754201814, 36.460421796308694)"
Снежное ,"Магазин ""Астра"",","(47.009146068889315, 37.83682695127968)"
Снежное ,"г. Снежное, Г.О.Снежное","(47.401653590906584, 38.73068515153264)"
Снежное ,"ул. Сиверса, 49а","(49.33527200690965, 39.5602476461545)"
Снежное ,"Магазин ""Астра"",","(48.411956955295004, 36.70949017573432)"
Снежное ,"г. Снежное, Г.О.Снежное","(47.10285921614407, 38.59425193278197)"
Снежное ,"ул. Ленина, 18/40","(47.04083825723962, 38.13410509740812)"
Снежное ,"Магазин ""Астра"",","(49.26162039896121, 38.7270374138304)"
Снежное ,"г. Снежное, Г.О.Снежное","(47.9965839270132, 38.60015446883516)"
Снежное ,"ул. Ленина, 1","(47.199858859793174, 39.00033858666286)"
Снежное ,"Магазин ""Астра"",","(47.79870973618908, 39.44078383292061)"
Снежное ,"г. Снежное, Г.О.Снежное","(48.028480207907464, 38.61874305685427)"
Снежное ,"ул. Советская, 106","(48.511634892131184, 36.731735037693)"
Снежное ,"Магазин ""Астра"",","(49.147612484765716, 38.51794365284484)"
Снежное ,"г. Снежное, Г.О.Снежное","(46.52065398649502, 39.01386080448423)"
Снежное ,"ул. Советская, 73а","(47.10991953828433, 39.56269407894509)"
Снежное ,"Магазин ""Корзинка"",","(48.60849494607793, 36.23894810605633)"
Снежное ,"г. Снежное, Г.О.Снежное","(49.459837135245174, 36.747204220898524)"
Снежное ,"ул. Гагарина, 49а","(48.49505231831148, 39.18824420721347)"
Снежное ,"Магазин ""Корзинка"",","(48.36967816202822, 37.077136321895736)"
Снежное ,"г. Снежное, Г.О.Снежное","(48.030563089164616, 37.5301687907247)"
Снежное ,"ул. Гагарина, 49а","(47.11894904979143, 37.85875709516937)"
Снежное ,"Магазин ""Усадьба"", пгт. Северное, г. Снежное, Г.О.Снежное","(48.76307745941545, 37.54051237411514)"
Снежное ,"ул. Пятницкого, 6","(48.360827370010995, 36.3025050637592)"
Снежное ,"Магазин ""Лимон"",","(47.853321997384484, 36.253775696995284)"
Снежное ,"г. Снежное, Г.О.Снежное","(47.95383511518498, 36.23682056061037)"
Снежное ,"ул. 60 лет СССР, 68а","(46.3656067024186, 37.46254863396294)"
Снежное ,"Магазин ""Ивушка"",","(47.7668449202084, 37.73447637729277)"
Снежное ,"г. Снежное, Г.О.Снежное","(49.31466025864967, 36.56860735008738)"
Снежное ,"ул. Доватора, 1а","(48.50231900368438, 39.407964786959305)"
Снежное ,"Магазин ""Сноу Маркет"" г. Снежное, Г.О.Снежное ул. Ленина ","(48.59813305681195, 36.416250565379386)"
Снежное ,"Магазин ""Овощи фрукты"" г. Снежное, Г.О.Снежное ул. Ленина ","(47.70561400343187, 38.09540851105154)"
Снежное ,"Магазин ""Натали"",","(46.43317309753869, 36.90991244142407)"
Снежное ,"г. Снежное, Г.О.Снежное","(47.967676420899565, 38.630444250819046)"
Снежное ,"ул. Ванина, 1а","(49.61655528319415, 36.38552212737281)"
Снежное ,"Магазин ""Квартал"",","(48.5216614912735, 39.33951138789969)"
Снежное ,"г. Снежное, Г.О.Снежное","(49.380672821234626, 36.96929032941364)"
Снежное ,"ул. Карапетяна, 13а","(49.513532909647196, 37.823075733359495)"
Снежное ,"Отдел в магазине ""Пекарь"", г. Снежное, Г.О.Снежное, пгт. Северное","(48.456913982112184, 39.36089515850104)"
Снежное ,"ул. Мурманская, 4а","(47.79944304599564, 36.93632178673305)"
Снежное ,"Павильон ""Каролина"",","(49.72440080354026, 36.67978827760676)"
Снежное ,"г. Снежное, Г.О.Снежное","(47.882975915475605, 37.431960120029736)"
Снежное ,"ул. Бизе, 1 Павильон ""Каролина"",","(47.336524099261766, 37.29440531927138)"
Снежное ,"г. Снежное, Г.О.Снежное","(47.7684106228137, 39.389590110285795)"
Снежное ,"ул. Бизе, 1 Павильон ""Продукты"",","(47.43436911657223, 36.91773191581346)"
Снежное ,"г. Снежное, Г.О.Снежное","(48.54419692110532, 36.955584057168636)"
Снежное ,"ул. Бегичева, 2а","(48.40960815530224, 36.634322787298125)"
Снежное ,"Магазин ""Сопутствующие товары"", г. Снежное, Г.О.Снежное","(48.800730745084, 36.70386131145803)"
Снежное ,"ул. Терешковой, 9","(47.190706553413456, 37.03075619464006)"
Снежное ,"Отдел в магазине ""Арабелла"", г. Снежное, Г.О.Снежное","(48.493811365740065, 38.980234163143955)"
Снежное ,ул. 21а,"(48.2331139271708, 36.05191869836815)"
Снежное ,"Магазин ""Калач-2"",","(49.709634815320406, 38.476884302180196)"
Снежное ,"г. Снежное, Г.О.Снежное","(46.334357294424095, 36.10031639855053)"
Снежное ,"ул. Ленина, 31","(48.5003745435228, 39.020651355528294)"
Снежное ,"Магазин ""Пчелка"",","(46.959100529350756, 36.44330992760342)"
Снежное ,"г. Снежное, Г.О.Снежное","(48.10920491841123, 39.455420910969366)"
Снежное ,"ул. Карапетяна, 13а","(47.77006194226684, 39.321076447483215)"
Снежное ,"Магазин ""Светлана"",","(49.63333210720035, 36.189364465842694)"
Снежное ,"г. Снежное, Г.О.Снежное","(46.32667671217686, 36.09469569655372)"
Снежное ,"ул. Ленина, 10","(47.17182266676418, 38.12699191609602)"
Снежное ,"Магазин ""Янэт"",","(47.11341202471008, 37.680089994142605)"
Снежное ,"г. Снежное, Г.О.Снежное","(48.67017536070206, 38.055538274438284)"
Снежное ,"ул. Терешковой, 9","(48.45973805666356, 36.73897807035589)"
Снежное ,"Магазин ""Пекарь"",","(48.81061291332246, 37.505728997673536)"
Снежное ,"г. Снежное, Г.О.Снежное, пгт. Северное","(48.6969599727861, 39.285184995435415)"
Снежное ,"ул. Мурманская, 4а Торговый павильон,","(47.328174935850704, 38.143104644574166)"
Снежное ,"г. Снежное, Г.О.Снежное, пгт. Северное","(46.46596740643119, 36.743381960931025)"
Снежное ,ул. Квитки,"(49.0496348218793, 36.03577881378352)"
Снежное ,"Магазин ""Колосок"",","(48.263445610169775, 39.360197771137436)"
Снежное ,"г. Снежное, Г.О.Снежное","(46.39606074942286, 38.7556049352359)"
Снежное ,"ул. Фрунзе, 6","(46.79892068818365, 37.5161296776562)"
Снежное ,"Магазин № 68, ""Ласточка"",","(49.26324526655435, 38.53516576951017)"
Снежное ,"г. Снежное, Г.О.Снежное, пгт. Северное","(47.17335092773748, 39.10986362501446)"
Снежное ,"ул. Нижнеудинская, 11","(49.7202554210485, 37.57014952938765)"
Снежное ,,"(49.59551628406783, 39.09687194250288)"
Снежное ,"Магазин ""Мясоежка"", г. Снежное, Г.О.Снежное","(47.003718260797996, 37.628366463708076)"
Снежное ,"ул.Ленина, 2","(46.31586870136884, 37.29525148241584)"
Снежное ,"Магазин ""Весна"",","(46.98816175466506, 38.15874800272137)"
Снежное ,"г. Снежное, Г.О.Снежное, пгт. Андреевка","(48.765818074021034, 39.55624525590678)"
Снежное ,"ул. Лутугина, 2","(46.550973451993606, 36.982841117808974)"
Снежное ,"Магазин ""Продукты"", г. Снежное, Г.О.Снежное, пгт. Андреевка","(47.145204847222345, 36.42754677442641)"
Снежное ,"ул. Волошина, 9.","(49.10031331010359, 37.83681466016389)"
Снежное ,"Магазин ""Валентина"",","(46.92764269236379, 38.718187950681695)"
Снежное ,"г. Снежное, Г.О.Снежное","(46.36446442386973, 36.893984537171015)"
Снежное ,"ул. Советская, 87","(48.719332205613135, 37.50625074731996)"
Снежное ,"Магазин ""НикДан"",","(47.45745416903418, 37.76192086973391)"
Снежное ,"г. Снежное, Г.О.Снежное, кл. 250 лет Донбасса,1/84","(48.649329465180365, 38.42371307440687)"
Снежное ,"Магазин ""НикДан"",","(47.07703164501496, 36.18678468391373)"
Снежное ,"г. Снежное, Г.О.Снежное, пгт. Северное","(47.583797324580544, 38.629632893454)"
Снежное ,"ул. Шахматова Магазин ""НикДан"",","(48.462597591548956, 37.445035480477635)"
Снежное ,"г. Снежное, Г.О.Снежное, пгт. Северное","(49.04965670277651, 38.50574959788939)"
Снежное ,"ул. Квитки, 1г","(46.32942690906284, 39.04820175323969)"
Снежное ,"Магазин ""Островок-2"", г. Снежное, Г.О.Снежное","(48.41729979328, 37.49073885094814)"
Снежное ,ул. Конармейская ,"(48.13742662411041, 36.49746859642507)"
Снежное ,"Магазин ""Аннушка"",","(47.299124765584466, 36.23526009032582)"
Снежное ,"г. Снежное, Г.О.Снежное, пгт. Северное","(48.992842576734596, 37.865724229643014)"
Снежное ,"ул. Квитки, 5а/78","(49.17564313158129, 37.81121921087993)"
Снежное ,"Магазин ""Калач"",","(46.65147763928421, 37.77090317141314)"
Снежное ,"г. Снежное, Г.О.Снежное","(48.52105169788912, 37.27257860380372)"
Снежное ,"ул. Карапетяна, 80","(49.148180067444436, 39.274639035561)"
Снежное ,"Магазин ""Продукты"",","(47.244562172154836, 38.43728749568857)"
Снежное ,"г. Снежное, Г.О.Снежное,пгт. Северное","(46.939101065367794, 37.15546961719647)"
Снежное ,"ул. Квитки, 47","(46.59740675788904, 36.6822397563561)"
Снежное ,"Магазин ""Визит"",","(46.44696476262092, 38.22492485830798)"
Снежное ,"г. Снежное, Г.О.Снежное","(48.39153546681133, 36.677748453908684)"
Снежное ,"ул. 250 лет Донбасса, 2","(48.9574073843185, 38.20029506003131)"
Снежное ,"Магазин ""Фортуна"",","(46.491806057823226, 39.07487843640884)"
Снежное ,"г. Снежное, Г.О.Снежное","(47.75976928187015, 39.01684638555658)"
Снежное ,"ул. Фрунзе, 16","(49.60237525890501, 39.000793052671675)"
Снежное ,"Магазин ""Горячий хлеб"", г. Снежное, Г.О.Снежное","(47.638475303935095, 39.28551673944485)"
Снежное ,"ул. Магнитогорская, 158","(49.33252130251933, 38.89726166743188)"
Снежное ,"Магазин ""Витаминка"", г. Снежное, Г.О.Снежное","(46.88651979128708, 37.37995495358589)"
Снежное ,"ул. Гнесиных,22/44 ","(46.23916825509818, 38.49903125741438)"
Снежное ,"Магазин № 17,","(49.250469578920296, 36.30849250151322)"
Снежное ,"г. Снежное, Г.О.Снежное","(49.78160257681022, 39.06555747693451)"
Снежное ,"ул. Первомайская, 81","(46.700337349162716, 37.59473297637745)"
Снежное ,Магазин № 6,"(46.6006309383262, 39.30473393039558)"
Снежное ,"г. Снежное, Г.О.Снежное","(46.831837841047104, 37.28554844415569)"
Снежное ,"ул. Шевченко, 130","(47.03396039999507, 37.22950607303391)"
Снежное ,"Магазин ""Продукты"",","(46.57770184229619, 37.22454018987967)"
Снежное ,"г. Снежное, Г.О.Снежное","(46.4012456054132, 36.07032230636082)"
Снежное ,"ул. Бородина, 4","(49.64529467128029, 37.531338645216664)"
Снежное ,"Магазин ""Ринат"", г. Снежное, Г.О.Снежное","(47.87408438379227, 36.5861231157562)"
Снежное ,"ул. Бородина, 4","(47.58885469822552, 39.47542129084168)"
Снежное ,"Магазин ""Бытовая химия"",","(49.156149242017264, 39.50777712462676)"
Снежное ,"г. Снежное, Г.О.Снежное","(46.710903408843464, 39.04216251573824)"
Снежное ,"ул. Гагарина, 48","(48.527171072422746, 36.00916978512029)"
Снежное ,"Торговый павильон ""Родня"", г. Снежное, Г.О.Снежное","(48.77623595454173, 36.88684661643394)"
Снежное ,"ул. Первоуральская, р-н ГБ № 2","(46.907802126395005, 38.64388471634166)"
Снежное ,"Торговый павильон ""Родник"", г. Снежное, Г.О.Снежное","(47.26023792813836, 36.29428371712986)"
Снежное ,"ул. Первоуральская, р-н ГБ № 2 Магазин, г. Снежное, Г.О.Снежное,  по ул. Терешковой, 9","(48.72731137516451, 39.32549988267163)"
Снежное ,"Магазин ""Продукты""","(46.90947751542356, 38.477598539788865)"
Снежное ,"г. Снежное, Г.О.Снежное, пгт. Северное","(49.15056439760421, 38.95409345707754)"
Снежное ,"ул. Космонавтов, 8/52 Магазин ""Городок"",","(46.635777377298005, 36.51681041178001)"
Снежное ,"г. Снежное, Г.О.Снежное","(49.40359418561625, 36.17914259851915)"
Снежное ,"ул. Квитки, 1б","(48.53736420777295, 39.28560697824534)"
Снежное ,"Магазин ""Мясная империя"", г. Снежное, Г.О.Снежное","(49.441266273183594, 36.40559186102438)"
Снежное ,"ул. Ленина, 31","(48.1763283534747, 37.61714852376156)"
Снежное ,"Магазин ""Продукты"",","(46.88979335119355, 37.451416768062664)"
Снежное ,"г. Снежное, Г.О.Снежное","(47.389736104158516, 36.147507263778145)"
Снежное ,"ул. Луганская, 73","(46.668283964084594, 36.58124942619916)"
Снежное ,"Магазин № 19, г. Снежное, Г.О.Снежное","(46.24080838328133, 38.64318596025357)"
Снежное ,"ул. Квитки, 1б,","(47.557235794723645, 37.144863609436584)"
Снежное ,"Магазин г. Снежное, Г.О.Снежное, пгт. Андреевка","(47.76273274491342, 38.75862095761905)"
Снежное ,"ул. Симферопольская, 140а","(47.21453753642758, 38.44591962833103)"
Снежное ,"Торговый павильон ""Журавушка"",","(49.560879279696636, 36.575984067731)"
Снежное ,"г. Снежное, Г.О.Снежное","(48.047148717703635, 37.354121241084016)"
Снежное ,"ул.  Ковпака, 48","(47.5209301648727, 37.38072232993781)"
Снежное ,,"(46.4549046631238, 36.165210045093175)"
Снежное ,"Магазин № 27,","(48.7147759248118, 38.887113652539924)"
Снежное ,"г. Снежное, Г.О. Снежное","(47.01688818311195, 36.92280237604941)"
Снежное ,"ул. Горького, 8","(46.286733650776135, 38.31804823735057)"
Снежное ,"Магазин ""Полянка"",","(46.93751593678299, 39.04065663895475)"
Снежное ,"г. Снежное, Г.О.Снежное","(48.11524264652026, 39.50554492429975)"
Снежное ,"ул. Сиверса, 40","(48.27930886711315, 37.378944939098204)"
Снежное ,"Магазин ""Сокол-2"",","(48.440250564006355, 36.52465494436975)"
Снежное ,"г. Снежное, Г.О.Снежное","(47.473267794678186, 36.86504418297505)"
Снежное ,"ул. Ленина, 1","(46.570500033378615, 39.12632244335897)"
Снежное ,"Магазин ""Анжелика"",","(47.86673411470385, 39.01405375788435)"
Снежное ,"г. Снежное, Г.О.Снежное","(48.73569628507621, 38.443824834422095)"
Снежное ,"ул. Руднева, 1а","(48.20672470117147, 36.94743442242732)"
Снежное ,"Магазин ""Овощи-фрукты"", г. Снежное, Г.О.Снежное","(48.969086844820836, 37.65347261595426)"
Снежное ,"ул. Советская, 89","(49.665042388387576, 37.61117080119885)"
Снежное ,"Магазин ""Овощи"", г. Снежное, Г.О.Снежное","(48.5185433503646, 38.64143838331788)"
Снежное ,"ул. Совесткая, 81/2","(47.86578998278046, 36.922356461666006)"
Снежное ,"Магазин, г. Снежное, Г.О.Снежное","(47.78460856173461, 38.22436308842732)"
Снежное ,"ул. Донская, 31/82","(46.89723640099533, 37.13082512449032)"
Снежное ,"Магазин ""Утречко"",","(47.21225538149919, 38.82068797392846)"
Снежное ,"г. Снежное, Г.О.Снежное","(48.74696844832152, 36.25635097313842)"
Снежное ,"ул. Сиверса, 49а,","(49.67362219763102, 37.93530798822161)"
Снежное ,"Магазин ""Теремок, г. Снежное, Г.О.Снежное","(46.90501089867391, 37.81592597848152)"
Снежное ,"ул. Сиверса, 49","(47.75589614484067, 38.01375393243158)"
Снежное ,"Магазин ""Степановна"",","(48.095432224219515, 36.65597845269254)"
Снежное ,"г. Снежное, Г.О.Снежное","(46.950098977144414, 36.27958649743255)"
Снежное ,"ул. Гагарина, 49 Магазин ""Калач"", г. Снежное, Г.О.Снежное","(48.341665043624104, 36.914478912772275)"
Снежное ,"ул. Терешковой, 16","(48.09641583434368, 36.695389219035064)"
Снежное ,"Киоск,г. Снежное, Г.О.Снежное","(47.195548442981796, 37.043790482068324)"
Снежное ,"ул. Владивостокская, 45","(47.56926447488871, 38.470795999568736)"
Снежное ,"Магазин ""Звездочка"",","(49.41142457134859, 36.595631063606376)"
Снежное ,"г. Снежное, Г.О.Снежное, пгт. Первомайский","(48.47964922112841, 37.56533600623865)"
Снежное ,"ул. Васильева-Буглаева  Магазин ""Лилия"",","(48.97880014549297, 38.11560360520472)"
Снежное ,"г. Снежное, Г.О., пгт Первомайский","(48.090585540935145, 37.84747169049723)"
Снежное ,"ул. Васильева-Буглаева, 24","(47.09023839640986, 38.64422080283408)"
Снежное ,"Магазин ""Милана"",","(48.03126717949898, 38.95434097194905)"
Снежное ,"г. Снежное, Г.О.Снежное, пгт. Андреевка","(48.81407536205442, 38.10313005737833)"
Снежное ,"ул. Симферопольская, 98","(47.161803651396276, 38.964439663607216)"
Снежное ,"Магазин ""Океан"",","(48.96607152639992, 38.05024283041881)"
Снежное ,"г. Снежное, Г.О.Снежное","(49.577331875336405, 38.161727006377625)"
Снежное ,"ул.60 лет СССР, 25, Магазин ""Продукты"",","(48.92452631978549, 38.68288729937788)"
Снежное ,"г. Снежное, Г.О.Снежное","(48.24277335776582, 36.790818470884865)"
Снежное ,"ул. Сиверса, 49а","(46.42244263558706, 37.9863567207092)"
Снежное ,"Магазин ""Аппетит"",","(48.70830955329719, 37.350401653085584)"
Снежное ,"г. Снежное, Г.О.Снежное, в районе дома № 114","(46.682611154107235, 38.819190084877754)"
Снежное ,"Магазин ""Донбасс"",","(47.67485243270768, 37.37686652080021)"
Снежное ,"г. Снежное, Г.О.Снежное","(46.25167509791449, 36.79544847404518)"
Снежное ,"ул. Терешковой, 7а","(48.557576333533035, 37.09847831052294)"
Снежное ,"Магазин ""Улыбка"",","(48.3660003626473, 38.822331856809534)"
Снежное ,"г. Снежное, Г.О.Снежное","(47.27110963232531, 36.81984829942134)"
Снежное ,"ул. Токарева, 4","(49.17675050394202, 36.29557483132078)"
Снежное ,"Магазин ""Солнышко"",","(47.08510839811936, 36.325163405127036)"
Снежное ,"г. Снежное, Г.О.Снежное, пгт. Залесное","(48.01476529459734, 36.252762387982024)"
Снежное ,"ул. Героев Сталинграда, 4/6","(49.17421259266353, 38.433060750728075)"
Снежное ,"Магазин""Ласточка"",","(47.13931593791976, 37.26489610971243)"
Снежное ,"г. Снежное, Г.О.Снежное, пгт. Андреевка","(48.848331201587705, 38.406881823843094)"
Снежное ,"ул. Волошина, 3","(47.784847426972796, 36.47726962742529)"
Снежное ,"Магазин ""Сударушка"",","(49.00862482138077, 36.617787454962745)"
Снежное ,"г. Снежное, Г.О.Снежное","(46.643732928470385, 38.692341377136096)"
Снежное ,"ул. Карапетяна, 80","(46.95000773725635, 37.098813247765364)"
Снежное ,"Магазин ""Сливки"",","(49.01351087701333, 36.996680447345184)"
Снежное ,"г. Снежное, пгт, Северное, Г.О.Снежное","(48.58415893036548, 39.06782842066624)"
Снежное ,"ул. Минская, 31в","(47.29992506284508, 38.52011818279179)"
Снежное ,"Магазин ""21 век"",","(47.854397057437545, 38.91882721188469)"
Снежное ,"г. Снежное, Г.О.Снежное","(47.42887587446574, 39.36154381487546)"
Снежное ,"ул. Советская, 87","(48.89430741856831, 38.91358582080784)"
Снежное ,"Магазин ""Отметка"",","(48.31695026104454, 36.061685965311405)"
Снежное ,"г. Снежное, Г.О.Снежное","(48.590519868572514, 37.31090973064076)"
Снежное ,ул. Советская,"(47.19534968550291, 37.7908355525146)"
Снежное ,"Магазин ""Продукты"", г. Снежное, Г.О.Снежное, пгт. Горняцкое","(47.88781036011446, 36.533577104806824)"
Снежное ,"ул. Театральная, 11","(47.84144657402176, 38.027833167691846)"
Снежное ,"Магазин ""Мечта"",","(46.724717222397636, 37.433965462508006)"
Снежное ,"г. Снежное, Г.О.Снежное","(47.84563295590688, 38.87345275454573)"
Снежное ,"ул. Гагарина, 47а Магазин ""Продукты"",","(48.71044449844666, 37.29200749381945)"
Снежное ,"г. Снежное, Г.О.Снежное","(48.02362259317631, 39.207335092838704)"
Снежное ,"ул. Епанчина, 96","(46.542684979180024, 38.0844509101215)"
Снежное ,"Магазин ""Сигма"",","(48.433741470334546, 37.06057157576301)"
Снежное ,"г. Снежное, Г.О.Снежное, пгт. Победа","(48.92094691232428, 36.81825965459033)"
Снежное ,"ул. Сапожникова, 16 Магазин, г. Снежное, Г.О.Снежное,пгт. Лиманчук","(46.756238460010394, 39.36911250707924)"
Снежное ,"ул. Ольминского, 30","(46.42441703713553, 38.49147081441159)"
Снежное ,"Магазин ""Элита"",","(49.74322667713069, 37.251536032311186)"
Снежное ,"г. Снежное, Г.О.Снежное","(46.28972356975016, 37.3988965216893)"
Снежное ,"ул. Ленина, 35,","(48.884526064056054, 37.524725381303384)"
Снежное ,"Магазин ""Элита-Бытовая химия"", г. Снежное","(48.29910656754712, 36.902684453689005)"
Снежное ,"ул. Ленина, 35","(49.786416688061315, 36.61657714011604)"
Снежное ,"Магазин ""Золотой Лев"", г. Снежное, Г.О. Снежное, пл. 50 лет Октября, 2","(47.97762712541529, 36.67385008282936)"
Снежное ,"Магазин ""Гурман"",","(48.08952890635805, 38.35346531673405)"
Снежное ,"г. Снежное,Г.О. Снежное","(49.02369036964764, 38.9033905976823)"
Снежное ,"ул. Карапетяна, 57","(48.691322068656994, 36.64582291961127)"
Снежное ,"Магазин ""Продукты"", г. Снежное, Г.О. Снежное","(48.86489365261882, 38.45688291696724)"
Снежное ,"ул. Бахметьева, 2","(49.605276284655915, 37.80829454185612)"
Снежное ,"Магазин ""Шанс"", г. Снежное, Г.О.Снежное","(49.0521649058346, 36.56226000044137)"
Снежное ,"ул. П. Коммуны, 128","(46.54878452479657, 37.7329480026452)"
Снежное ,"Магазин, г. Снежное, Г.О.Снежное, пгт. Северное","(49.34692492564691, 38.48962348555166)"
Снежное ,"ул. Минская, 31","(47.381523751689876, 37.7895673968116)"
Снежное ,"Магазин, г. Снежное, Г.О.Снежное, пгт. Северное","(49.01246483465467, 37.98511308176437)"
Снежное ,"ул. Минская, 29","(48.99279839414404, 36.01327448485175)"
Снежное ,"Магазин ""Кузя"", г. Снежное, Г.О.Снежное, пгт. Северное","(47.97631111538957, 37.642202835414814)"
Снежное ,"ул. Минская, 24/3","(48.287697313923665, 37.826904226541316)"
Снежное ,"Магазин ""Ромашка"", г. Снежное, Г.О. Снежное","(46.492855727030054, 38.422927108287794)"
Снежное ,"ул. Менделеева, 22","(47.27768303276775, 39.03150240472081)"
Снежное ,"Магазин ""Мир здоровья"", г. Снежное, Г.О.Снежное, пгт. Северное","(49.50669824546337, 36.21357932878637)"
Снежное ,ул. Квитки,"(49.49596436940934, 36.02159588448215)"
Снежное ,"Магазин, г. Снежное, Г.О.Снежное, пгт. Северное","(49.255592727973045, 36.22998007436427)"
